railway,station,x,y,tokyo
石北線,留辺蘂,304897,871343,957959
石北線,東相内,319929,874266,965694
石北線,西北見,322526,874136,966452
石北線,丸瀬布,280868,894860,972876
石北線,生野,296903,890389,973475
石北線,呼人,351945,893527,994913
石北線,安国,296970,894118,977041
石北線,柏陽,328471,876863,971049
石北線,緋牛内,334817,883360,979341
石北線,新旭川,205376,866937,926136
石北線,東雲,231844,874869,940207
石北線,上川,235860,875545,941884
石北線,安足間,229984,875725,940566
石北線,当麻,215860,872309,933803
石北線,中愛別,226728,880534,944415
石北線,愛別,220831,880607,943049
石北線,伊香牛,216346,877945,939393
石北線,東旭川,209955,866679,926941
石北線,北日ノ出,211921,867327,928032
石北線,南永山,207295,867034,926671
石北線,将軍山,216113,875870,937322
石北線,白滝,268994,880812,955978
石北線,愛山,228870,877292,941805
石北線,桜岡,213520,869596,930613
千歳線,白石,128768,784395,830156
千歳線,美々,153670,754096,804845
千歳線,上野幌,134806,780233,827057
千歳線,北広島,141083,776239,824220
千歳線,新千歳空港,151148,755155,805387
千歳線,南千歳,150641,757440,807530
千歳線,長都,146267,762232,811399
千歳線,恵庭,143198,765605,814144
千歳線,恵み野,142181,767752,816069
千歳線,平和,130734,783569,829664
千歳線,新札幌,133564,782700,829279
千歳線,サッポロビール庭園,144797,763846,812709
千歳線,島松,142031,769953,818206
千歳線,千歳,148693,759616,809289
千歳線,沼ノ端,152433,742337,793076
千歳線,植苗,155792,747042,798360
日高線,日高東別,221714,700720,769925
日高線,豊郷,188246,720783,780110
日高線,荻伏,235847,692875,766777
日高線,様似,256537,684894,766051
日高線,新冠,204232,709075,772972
日高線,絵笛,239735,692148,767323
日高線,東町,244238,687659,764534
日高線,蓬栄,228636,699138,770495
日高線,東静内,215789,703151,770521
日高線,富川,179749,725754,782865
日高線,節婦,201114,711404,774373
日高線,鵡川,171616,732449,787496
日高線,日高三石,225568,697114,767636
日高線,大狩部,199734,712826,775376
日高線,本桐,230827,697380,769492
日高線,西様似,254226,685979,766282
日高線,春立,219908,699292,768028
日高線,汐見,173441,729310,784853
日高線,静内,208255,706496,771598
日高線,日高門別,184113,721904,780177
日高線,鵜苫,252096,685464,765076
日高線,清畠,192735,719304,779810
日高線,浦河,242644,688900,765188
日高線,厚賀,196036,716594,778041
日高線,日高幌別,248069,686199,764420
日高線,苫小牧,144539,738538,787807
日高線,勇払,155368,738054,789474
日高線,浜田浦,168272,733678,787946
日高線,浜厚真,164405,735366,788748
函館線,旭川,203272,865007,923778
函館線,妹背牛,171975,856068,908425
函館線,伊納,196331,864773,922002
函館線,深川,177915,859592,913059
函館線,近文,200562,867801,925890
函館線,江部乙,169676,848970,901014
函館線,納内,185020,861042,915935
函館線,滝川,167041,840853,892540
函館線,岩見沢,156505,801573,851967
函館線,野幌,138111,788785,836049
函館線,銭函,107909,793884,836424
函館線,美唄,164525,815830,867507
函館線,銀山,71864,782025,820472
函館線,豊幌,145738,793818,842349
函館線,小樽,94303,799649,840403
函館線,南小樽,95475,798489,839392
函館線,倶知安,74489,766582,805359
函館線,塩谷,88674,800164,840260
函館線,比羅夫,72687,760659,799286
函館線,ニセコ,69620,756205,794556
函館線,然別,73545,791442,830007
函館線,蘭越,56895,755621,792863
函館線,稲穂,113022,792299,835567
函館線,札幌,123538,785816,830727
函館線,小沢,68863,774328,812528
函館線,高砂,138981,789640,837042
函館線,厚別,132794,783384,829824
函館線,昆布,62407,754942,792643
函館線,蘭島,83007,799437,838917
函館線,砂川,167933,834027,886019
函館線,白石,128768,784395,830156
函館線,手稲,114779,791409,834939
函館線,光珠内,163212,811575,863077
函館線,峰延,160851,808407,859509
函館線,奈井江,166471,826254,878110
函館線,江別,140250,790775,838380
函館線,琴似,120026,787208,831562
函館線,大麻,135462,786465,833310
函館線,小樽築港,97105,797884,838990
函館線,余市,78144,798253,837236
函館線,星置,112055,792713,835840
函館線,ほしみ,110495,792820,835726
函館線,幌向,148212,795551,844501
函館線,苗穂,125671,785894,831139
函館線,稲積公園,115845,790558,834252
函館線,仁木,76244,794643,833455
函館線,豊沼,167317,830759,882694
函館線,森林公園,134259,784688,831355
函館線,茶志内,165329,820200,871951
函館線,発寒中央,118967,788051,832236
函館線,朝里,100043,797480,838956
函館線,上幌向,152987,799015,848789
函館線,桑園,122044,786048,830724
函館線,発寒,117485,789239,833189
函館線,長万部,44521,723092,759516
函館線,五稜郭,74806,644598,684133
函館線,鹿部,77633,673601,713267
函館線,森,61256,678386,716294
函館線,落部,48531,687033,723833
函館線,山越,40724,691814,728056
函館線,池田園,71833,665360,704419
函館線,流山温泉,73209,666873,706076
函館線,北豊津,38240,710664,746717
函館線,二股,40014,730106,766231
函館線,渡島沼尻,75616,678324,717725
函館線,石谷,55653,681294,718687
函館線,銚子口,73490,668130,707356
函館線,東山,63883,673174,711359
函館線,野田生,44799,690274,726794
函館線,石倉,51647,685417,722464
函館線,仁山,66501,658568,697093
函館線,黒岩,37462,707039,743053
函館線,八雲,36308,694261,730229
函館線,掛澗,67206,679591,718077
函館線,蕨岱,39374,735706,771783
函館線,大中山,73069,651384,690671
函館線,東森,62872,678169,716232
函館線,山崎,36376,701064,737024
函館線,熱郛,44406,741219,777596
函館線,大沼,69289,663258,702052
函館線,渡島砂原,70793,679897,718756
函館線,尾白内,64512,678674,716894
函館線,赤井川,67048,666703,705241
函館線,駒ヶ岳,64344,670627,708871
函館線,函館,74250,641315,680808
函館線,本石倉,52777,683960,721103
函館線,姫川,62739,675338,713401
函館線,桂川,58672,679104,716771
函館線,七飯,70974,653832,692866
函館線,黒松内,38722,740506,776536
函館線,中ノ沢,42160,719238,755516
函館線,目名,51755,750790,787653
函館線,新函館北斗,67668,655777,694441
函館線,国縫,40076,714868,751024
函館線,桔梗,73878,649345,688739
函館線,大沼公園,69315,664259,703050
富良野線,美瑛,212235,846130,907516
富良野線,北美瑛,213591,849143,910767
富良野線,千代ヶ岡,211197,851942,912911
富良野線,西瑞穂,205429,858293,917734
富良野線,中富良野,209583,825422,886782
富良野線,富良野,207394,818847,879872
富良野線,旭川,203300,864880,923661
富良野線,西神楽,206429,856074,915807
富良野線,美馬牛,211248,840121,901447
富良野線,西中,211193,828113,889784
富良野線,西御料,204515,860309,919486
富良野線,緑が丘,204006,861438,920469
富良野線,鹿討,208352,823363,884485
富良野線,学田,206927,820981,881829
富良野線,神楽岡,203361,862967,921811
富良野線,上富良野,213257,832031,894088
富良野線,西聖和,208212,854658,914845
留萌線,深川,177915,859592,913059
留萌線,秩父別,171838,864750,916913
留萌線,北秩父別,171238,866987,918992
留萌線,北一已,175702,861849,914828
留萌線,石狩沼田,169018,869240,920778
留萌線,恵比島,164671,873707,924351
留萌線,幌糠,154756,873937,922797
留萌線,藤山,151632,877379,925650
留萌線,真布,166743,871732,922795
留萌線,峠下,159637,873526,923256
留萌線,留萌,145974,883450,930691
留萌線,大和田,149638,880250,928142
宮津線,宮津,-420309,-41761,414294
宮津線,西舞鶴,-408928,-52607,403250
宮津線,京丹後大宮,-429691,-36279,423619
宮津線,コウノトリの郷,-453294,-38097,447232
宮津線,天橋立,-421741,-39140,415690
宮津線,東雲,-412901,-48720,407066
宮津線,久美浜,-447608,-32877,441537
宮津線,四所,-412540,-51952,406830
宮津線,与謝野,-426931,-40442,420895
宮津線,栗田,-417055,-40885,411026
宮津線,丹後神崎,-411947,-45257,406008
宮津線,峰山,-431423,-31041,425364
宮津線,夕日ヶ浦木津温泉,-440337,-27922,434315
宮津線,小天橋,-444426,-29938,438377
宮津線,豊岡,-455353,-38872,449297
宮津線,かぶと山,-445332,-32491,439262
宮津線,網野,-435416,-26241,429425
宮津線,丹後由良,-413185,-44171,407219
宮津線,岩滝口,-424641,-39785,418597
宮福線,牧,-430281,-63173,425158
宮福線,辛皮,-423109,-49622,417299
宮福線,喜多,-421550,-44510,415590
宮福線,大江山口内宮,-424622,-52941,418943
宮福線,公庄,-427591,-59511,422244
宮福線,福知山,-429042,-67776,424255
宮福線,下天津,-429268,-60830,423997
宮福線,荒河かしの木台,-430006,-65245,425028
宮福線,二俣,-425078,-55029,419494
宮福線,大江,-425842,-57711,420395
宮福線,宮津,-420309,-41761,414294
宮福線,大江高校前,-425329,-56958,419843
宮福線,宮村,-421069,-42960,415076
宮福線,福知山市民病院口,-429814,-66673,424940
小倉線,城野,-829756,-201259,840345
小倉線,片野,-829644,-200480,840082
小倉線,旦過,-829487,-198793,839596
小倉線,北方,-829992,-202289,840782
小倉線,徳力公団前,-831150,-204287,842316
小倉線,徳力嵐山口,-831561,-204890,842840
小倉線,香春口三萩野,-829522,-199625,839794
小倉線,守恒,-830587,-203642,841634
小倉線,企救丘,-830323,-205559,841763
小倉線,競馬場前,-830189,-202970,841110
小倉線,小倉,-829255,-198149,839243
小倉線,志井,-830872,-205196,842227
小倉線,平和通,-829371,-198543,839434
北条線,長,-457867,-110965,458178
北条線,法華口,-455180,-113453,455951
北条線,播磨下里,-456597,-112157,457126
北条線,播磨横田,-457825,-109406,457879
北条線,網引,-453265,-115022,454340
北条線,田原,-454275,-114588,455258
北条線,北条町,-457095,-107360,456830
北神線,谷上,-426942,-127472,430962
北神線,新神戸,-425001,-133891,430501
北総線,白井,19945,-23858,28203
北総線,秋山,8862,-26020,17294
北総線,大町,12663,-24936,21146
北総線,小室,21938,-23600,30145
北総線,印旛日本医大,33394,-23478,41043
北総線,印西牧の原,30167,-21735,38504
北総線,東松戸,9917,-25517,18459
北総線,千葉ニュータウン中央,25565,-22130,34060
北総線,新鎌ヶ谷,14918,-24438,23383
北総線,松飛台,11231,-24919,19897
北総線,西白井,17936,-23897,26344
北総線,京成高砂,3007,-27639,11526
北総線,北国分,7314,-26306,15822
北総線,新柴又,4204,-27585,12522
北総線,矢切,6078,-26901,14460
南北線,緑地公園,-397189,-127329,401925
南北線,桃山台,-396924,-125288,401202
南北線,千里中央,-397027,-123389,400877
南北線,江坂,-397099,-129123,402254
石川線,四十万,-288288,60164,297742
石川線,鶴来,-287735,54962,295599
石川線,日御子,-288469,56370,296727
石川線,額住宅前,-287937,62338,298110
石川線,西泉,-286505,66168,298032
石川線,野々市,-287687,64249,298502
石川線,馬替,-287771,62805,298106
石川線,新西金沢,-287459,66163,298928
石川線,井口,-288680,57676,297331
石川線,押野,-287561,64961,298620
石川線,野々市工大前,-287622,63894,298324
石川線,乙丸,-288068,61603,297996
石川線,野町,-285537,66169,297121
石川線,道法寺,-288539,58553,297471
石川線,小柳,-288778,57051,297230
石川線,曽谷,-288436,59189,297573
浅野川線,磯部,-284993,70915,298258
浅野川線,七ツ屋,-284759,69456,297525
浅野川線,三口,-285042,72007,298692
浅野川線,蚊爪,-285371,74109,299756
浅野川線,三ツ屋,-285220,72594,299068
浅野川線,上諸江,-284960,70305,298012
浅野川線,北間,-285557,73860,299839
浅野川線,大河端,-285412,73182,299459
浅野川線,割出,-284975,71617,298490
浅野川線,北鉄金沢,-284933,68958,297514
浅野川線,粟ヶ崎,-285768,74692,300338
浅野川線,内灘,-286139,75029,300806
高岡軌道線,六渡寺,-247009,91098,271816
高岡軌道線,高岡,-251750,86041,273758
高岡軌道線,米島口アルビス米島店前,-249518,89304,273223
高岡軌道線,志貴野中学校前,-250909,87488,273647
高岡軌道線,急患医療センター前,-251410,86908,273838
高岡軌道線,新吉久,-248210,89722,272249
高岡軌道線,坂下町,-251706,86634,273982
高岡軌道線,広小路,-251171,87184,273746
高岡軌道線,市民病院前,-250659,87801,273564
高岡軌道線,吉久,-247890,90350,272253
高岡軌道線,新能町,-249582,89112,273193
高岡軌道線,荻布,-249778,88732,273196
高岡軌道線,片原町,-251886,86516,274091
高岡軌道線,旭ケ丘,-250135,88355,273344
高岡軌道線,江尻,-250323,88157,273423
高岡軌道線,能町口,-248595,89402,272446
高岡軌道線,中伏木,-247413,91011,272134
新湊港線,庄川口,-246575,90557,271180
新湊港線,越ノ潟,-242950,89427,267444
新湊港線,新町口,-245404,89919,269847
新湊港線,六渡寺,-247009,91098,271816
新湊港線,西新湊,-245923,90220,270447
新湊港線,東新湊,-244090,89796,268626
新湊港線,海王丸,-243414,89601,267936
新湊港線,中新湊,-245008,89504,269304
ガイドウェイバス志段味線,砂田橋,-262236,-86198,261279
ガイドウェイバス志段味線,川宮,-261453,-83834,260055
ガイドウェイバス志段味線,川村,-260831,-83419,259366
ガイドウェイバス志段味線,小幡緑地,-259531,-82956,258002
ガイドウェイバス志段味線,白沢渓谷,-259936,-83249,258455
ガイドウェイバス志段味線,金屋,-261960,-84682,260714
ガイドウェイバス志段味線,守山,-261995,-85249,260857
ガイドウェイバス志段味線,ナゴヤドーム前矢田,-262850,-86022,261846
ガイドウェイバス志段味線,大曽根,-263749,-85849,262694
1号線東山線,本郷,-256868,-87846,256355
1号線東山線,星ヶ丘,-259432,-89168,259138
1号線東山線,本山,-261450,-88987,261073
1号線東山線,上社,-257512,-88033,257023
1号線東山線,藤が丘,-256129,-87064,255471
1号線東山線,東山公園,-260646,-89370,260368
1号線東山線,一社,-258494,-88580,258098
1号線東山線,今池,-263767,-88263,263192
1号線東山線,亀島,-269265,-87239,268376
1号線東山線,池下,-263049,-88502,262538
1号線東山線,名古屋,-268716,-87915,267971
1号線東山線,八田,-271565,-90402,271263
1号線東山線,千種,-264503,-88145,263889
1号線東山線,中村公園,-271351,-88267,270623
1号線東山線,中村日赤,-270663,-87736,269844
1号線東山線,覚王山,-262462,-88661,261997
1号線東山線,伏見,-267475,-88218,266815
1号線東山線,高畑,-271575,-91443,271488
1号線東山線,本陣,-270198,-87273,269297
1号線東山線,新栄町,-265402,-88117,264764
1号線東山線,栄,-266452,-88166,265802
1号線東山線,岩塚,-271429,-89328,270912
2号線名港線,日比野,-267988,-92251,268154
2号線名港線,六番町,-268445,-93200,268805
2号線名港線,名古屋港,-269137,-96612,270241
2号線名港線,築地口,-268998,-95867,269936
2号線名港線,港区役所,-268831,-95143,269610
2号線名港線,東海通,-268694,-94373,269305
2号線名港線,金山,-267145,-91042,267073
2号線名城線,久屋大通,-266482,-87728,265744
2号線名城線,市役所,-266690,-86880,265781
2号線名城線,平安通,-264432,-85345,263267
2号線名城線,栄,-266451,-88216,265812
2号線名城線,大曽根,-263866,-85709,262782
2号線名城線,志賀本通,-265217,-85278,264025
2号線名城線,矢場町,-266463,-88904,265962
2号線名城線,上前津,-266657,-89530,266280
2号線名城線,東別院,-266885,-90377,266679
2号線名城線,黒川,-266222,-85151,264987
2号線名城線,名城公園,-266734,-85874,265628
2号線名城線,金山,-267145,-91042,267073
3号線鶴舞線,赤池,-256618,-93883,257430
3号線鶴舞線,いりなか,-262350,-91183,262417
3号線鶴舞線,八事,-261529,-91968,261786
3号線鶴舞線,原,-258526,-93274,259149
3号線鶴舞線,塩釜口,-260190,-92516,260601
3号線鶴舞線,植田,-259298,-92978,259834
3号線鶴舞線,平針,-257615,-93670,258351
3号線鶴舞線,浅間町,-268085,-86633,267100
3号線鶴舞線,鶴舞,-265891,-89715,265570
3号線鶴舞線,丸の内,-267517,-87582,266730
3号線鶴舞線,浄心,-268003,-85661,266832
3号線鶴舞線,川名,-262907,-90629,262843
3号線鶴舞線,大須観音,-267440,-89086,266956
3号線鶴舞線,上小田井,-269155,-82160,267320
3号線鶴舞線,御器所,-264202,-90507,264083
3号線鶴舞線,庄内通,-267945,-84360,266530
3号線鶴舞線,庄内緑地公園,-268308,-83104,266656
3号線鶴舞線,伏見,-267481,-88247,266827
3号線鶴舞線,荒畑,-265003,-90469,264858
3号線鶴舞線,上前津,-266692,-89558,266321
4号線名城線,砂田橋,-262197,-86207,261243
4号線名城線,茶屋ヶ坂,-261528,-86676,260679
4号線名城線,八事日赤,-261403,-91124,261481
4号線名城線,本山,-261446,-89097,261092
4号線名城線,総合リハビリセンター,-262393,-92656,262781
4号線名城線,八事,-261454,-91965,261712
4号線名城線,自由ヶ丘,-261131,-87717,260500
4号線名城線,名古屋大学,-261218,-90029,261065
4号線名城線,新瑞橋,-264013,-94038,264667
4号線名城線,ナゴヤドーム前矢田,-263160,-85933,262133
4号線名城線,西高蔵,-267186,-92042,267326
4号線名城線,神宮西,-266753,-92856,267078
4号線名城線,金山,-267145,-91042,267073
4号線名城線,伝馬町,-266445,-93618,266945
4号線名城線,瑞穂運動場東,-262959,-93482,263516
4号線名城線,堀田,-265454,-94138,266094
4号線名城線,妙音通,-264712,-94085,265359
4号線名城線,大曽根,-263866,-85709,262782
6号線桜通線,野並,-262450,-95763,263538
6号線桜通線,車道,-264538,-87839,263861
6号線桜通線,瑞穂区役所,-264225,-92443,264521
6号線桜通線,桜山,-264297,-91564,264401
6号線桜通線,吹上,-264063,-89474,263731
6号線桜通線,瑞穂運動場西,-264152,-93216,264620
6号線桜通線,名古屋,-268847,-88002,268117
6号線桜通線,久屋大通,-266525,-87748,265790
6号線桜通線,今池,-263867,-88350,263308
6号線桜通線,高岳,-265747,-87719,265022
6号線桜通線,桜本町,-264075,-94971,264938
6号線桜通線,丸の内,-267350,-87796,266609
6号線桜通線,中村区役所,-269669,-88329,268987
6号線桜通線,国際センター,-268234,-87880,267491
6号線桜通線,鶴里,-263416,-95407,264396
6号線桜通線,新瑞橋,-264086,-93906,264709
6号線桜通線,御器所,-264232,-90464,264104
上飯田線,平安通,-264439,-85307,263267
上飯田線,上飯田,-264422,-84487,263094
羽島線,江吉良,-284978,-71438,281308
羽島線,新羽島,-286141,-71413,282457
河和線,太田川,-268404,-104731,271506
河和線,高横須賀,-268332,-105916,271745
河和線,南加木屋,-267201,-108213,271266
河和線,富貴,-266813,-125990,276245
河和線,坂部,-266457,-113600,272063
河和線,成岩,-266165,-119693,273613
河和線,巽ヶ丘,-266483,-111241,271414
河和線,青山,-266608,-120515,274291
河和線,阿久比,-266329,-114677,272255
河和線,知多半田,-265771,-118839,272974
河和線,植大,-265918,-116230,272322
河和線,住吉町,-265757,-117938,272685
河和線,半田口,-265759,-117160,272451
河和線,知多武豊,-266764,-123627,275428
河和線,八幡新田,-266724,-109949,271284
河和線,河和口,-266714,-129556,277350
河和線,上ゲ,-266748,-122771,275137
河和線,河和,-267391,-131671,278715
河和線,白沢,-266533,-112031,271685
各務原線,三柿野,-268646,-62538,264039
各務原線,市民公園前,-271758,-62390,267119
各務原線,苧ヶ瀬,-265354,-62276,260737
各務原線,羽場,-264519,-62536,259935
各務原線,細畑,-276895,-62120,272201
各務原線,各務原市役所前,-271264,-62374,266626
各務原線,新加納,-273353,-62473,268713
各務原線,新那加,-272490,-62419,267850
各務原線,手力,-275167,-62543,270524
各務原線,名電各務原,-266378,-62331,261762
各務原線,切通,-275965,-62294,271293
各務原線,二十軒,-267453,-62564,262855
各務原線,鵜沼宿,-263536,-62712,258977
各務原線,新鵜沼,-262469,-63081,257956
各務原線,高田橋,-274525,-62546,269887
各務原線,名鉄岐阜,-279070,-60945,274250
各務原線,田神,-278059,-61006,273250
各務原線,六軒,-269969,-62388,265338
蒲郡線,吉良吉田,-252786,-130278,264565
蒲郡線,西浦,-242959,-131024,255705
蒲郡線,三河鹿島,-241884,-128458,253751
蒲郡線,形原,-242392,-130102,254834
蒲郡線,蒲郡,-238564,-127497,250311
蒲郡線,東幡豆,-245961,-130990,258477
蒲郡線,三河鳥羽,-249692,-130471,261752
蒲郡線,蒲郡競艇場前,-240713,-127146,252179
蒲郡線,西幡豆,-248203,-130605,260416
蒲郡線,こどもの国,-244425,-131137,257107
空港線,常滑,-274080,-118906,280911
空港線,りんくう常滑,-274759,-120169,281940
空港線,中部国際空港,-275934,-122325,283718
犬山線,犬山,-262408,-64964,258109
犬山線,新鵜沼,-262469,-63081,257956
犬山線,布袋,-269215,-71743,265730
犬山線,扶桑,-265150,-67133,261093
犬山線,石仏,-269447,-74127,266301
犬山線,江南,-269237,-69783,265486
犬山線,犬山遊園,-262247,-63802,257816
犬山線,犬山口,-262932,-65578,258702
犬山線,岩倉,-269287,-76083,266439
犬山線,柏森,-266640,-68736,262774
犬山線,木津用水,-264225,-66362,260080
犬山線,上小田井,-269155,-82160,267320
犬山線,下小田井,-269789,-84459,268360
犬山線,大山寺,-269225,-77714,266636
犬山線,徳重・名古屋芸大,-269380,-78549,266926
犬山線,西春,-269606,-79771,267352
犬山線,中小田井,-269198,-83108,267533
広見線,御嵩口,-246236,-59712,241456
広見線,明智,-249318,-59400,244490
広見線,西可児,-256409,-62379,251855
広見線,新可児,-252262,-60438,247525
広見線,御嵩,-245714,-59902,240956
広見線,富岡前,-260896,-65050,256618
広見線,顔戸,-247734,-59313,242905
広見線,日本ライン今渡,-253943,-59386,249091
広見線,可児川,-255654,-60910,250948
広見線,善師野,-259238,-63956,254844
広見線,犬山,-262408,-64964,258109
三河線,梅坪,-243544,-96616,245399
三河線,若林,-249828,-104593,253565
三河線,三河知立,-254511,-106940,258716
三河線,越戸,-241893,-95772,243589
三河線,豊田市,-244133,-97979,246315
三河線,竹村,-248060,-103112,251459
三河線,刈谷市,-259262,-108951,263839
三河線,平戸橋,-241466,-95020,242988
三河線,土橋,-246662,-101135,249581
三河線,重原,-256505,-107909,260901
三河線,刈谷,-257843,-108343,262307
三河線,猿投,-241982,-94208,243287
三河線,三河八橋,-251573,-106251,255702
三河線,上挙母,-244322,-99677,246939
三河線,知立,-255018,-106679,259130
三河線,吉浜,-259793,-113155,265560
三河線,碧南中央,-259980,-119747,267758
三河線,碧南,-260371,-121212,268597
三河線,北新川,-259643,-117683,266790
三河線,高浜港,-259877,-115949,266479
三河線,新川町,-259872,-118717,267330
三河線,小垣江,-259183,-111265,264424
三河線,三河高浜,-259795,-114925,266091
小牧線,犬山,-262408,-64964,258109
小牧線,田県神社前,-262769,-71896,259370
小牧線,間内,-264064,-76945,261419
小牧線,羽黒,-261864,-68122,257958
小牧線,小牧,-264299,-75011,261346
小牧線,味岡,-263109,-72777,259834
小牧線,小牧口,-264349,-75808,261519
小牧線,楽田,-262153,-70453,258557
小牧線,上飯田,-264422,-84487,263094
小牧線,味美,-263637,-81012,261686
小牧線,味鋺,-263760,-82373,262051
小牧線,牛山,-264075,-77782,261566
小牧線,春日井,-263674,-79316,261428
常滑線,大江,-266319,-96684,267516
常滑線,太田川,-268404,-104731,271506
常滑線,朝倉,-271149,-107587,274903
常滑線,豊田本町,-266434,-94423,267113
常滑線,尾張横須賀,-269078,-105854,272449
常滑線,新日鉄前,-267724,-103103,270433
常滑線,柴田,-266725,-98947,268443
常滑線,神宮前,-266231,-93103,266623
常滑線,長浦,-272629,-109260,276776
常滑線,道徳,-266578,-95299,267450
常滑線,大同町,-266676,-98120,268199
常滑線,名和,-266526,-100275,268570
常滑線,聚楽園,-267371,-102250,269877
常滑線,寺本,-270034,-106915,273649
常滑線,古見,-271780,-108248,275686
常滑線,蒲池,-274864,-116205,280864
常滑線,日長,-274114,-111076,278698
常滑線,多屋,-274464,-118244,281081
常滑線,西ノ口,-274732,-115173,280440
常滑線,榎戸,-274666,-117358,281011
常滑線,大野町,-274628,-113973,279999
常滑線,新舞子,-274480,-112390,279413
常滑線,常滑,-274080,-118906,280911
瀬戸線,新瀬戸,-250873,-82439,249402
瀬戸線,守山自衛隊前,-261906,-85384,260796
瀬戸線,喜多山,-259095,-84480,257864
瀬戸線,水野,-251630,-82566,250169
瀬戸線,尾張旭,-254674,-83306,253299
瀬戸線,三郷,-253207,-83406,251879
瀬戸線,小幡,-260254,-85001,259102
瀬戸線,旭前,-256185,-83553,254829
瀬戸線,瓢箪山,-261276,-85296,260161
瀬戸線,瀬戸市役所前,-250280,-82514,248835
瀬戸線,印場,-256988,-83878,255680
瀬戸線,尾張瀬戸,-249140,-82557,247724
瀬戸線,大森・金城学院前,-258317,-84294,257064
瀬戸線,東大手,-266420,-86668,265474
瀬戸線,大曽根,-263799,-85840,262742
瀬戸線,矢田,-262786,-85640,261709
瀬戸線,尼ヶ坂,-265431,-86213,264415
瀬戸線,森下,-264508,-86191,263505
瀬戸線,清水,-265910,-86278,264897
瀬戸線,栄町,-266428,-88107,265767
西尾線,新安城,-250891,-108940,255814
西尾線,西尾口,-253332,-121773,262128
西尾線,桜井,-250841,-116647,258108
西尾線,上横須賀,-252593,-126305,262975
西尾線,堀内公園,-250693,-115521,257612
西尾線,北安城,-250353,-111427,256033
西尾線,福地,-254706,-124628,264382
西尾線,桜町前,-253325,-120718,261774
西尾線,吉良吉田,-252786,-130278,264565
西尾線,南安城,-250349,-112835,256455
西尾線,碧海古井,-250556,-114469,257154
西尾線,西尾,-253797,-122518,262815
西尾線,米津,-253412,-119315,261399
知多新線,美浜緑苑,-271821,-129068,281991
知多新線,知多奥田,-271736,-130526,282403
知多新線,上野間,-271457,-128304,281394
知多新線,野間,-272127,-132168,283331
知多新線,内海,-270889,-135272,283256
知多新線,富貴,-266813,-125990,276245
築港線,大江,-266319,-96684,267516
築港線,東名古屋港,-267575,-97115,268837
竹鼻線,江吉良,-284978,-71438,281308
竹鼻線,笠松,-278868,-65049,274472
竹鼻線,羽島市役所前,-284932,-70717,281169
竹鼻線,南宿,-282233,-67921,278145
竹鼻線,須賀,-282431,-68804,278448
竹鼻線,西笠松,-279513,-65678,275183
竹鼻線,柳津,-281148,-66048,276850
竹鼻線,竹鼻,-284327,-70199,280503
竹鼻線,不破一色,-282898,-69557,279005
津島線,甚目寺,-273906,-85055,272517
津島線,須ヶ口,-272083,-84780,270674
津島線,津島,-282603,-86779,281383
津島線,藤浪,-281851,-85602,280428
津島線,木田,-277356,-85023,275902
津島線,青塚,-279264,-84586,277700
津島線,勝幡,-280785,-84923,279256
津島線,七宝,-275694,-85019,274267
尾西線,観音寺,-277202,-74539,274033
尾西線,萩原,-279835,-75851,276830
尾西線,二子,-279086,-75142,275984
尾西線,奥町,-279364,-70624,275635
尾西線,開明,-278198,-71225,274559
尾西線,苅安賀,-277931,-74802,274792
尾西線,西一宮,-276598,-72583,273157
尾西線,名鉄一宮,-276176,-73196,272826
尾西線,玉ノ井,-279612,-69450,275731
尾西線,弥富,-283301,-93863,283461
尾西線,日比野,-282878,-88365,281950
尾西線,山崎,-281569,-78100,278886
尾西線,玉野,-280774,-77041,277938
尾西線,六輪,-282694,-84089,280987
尾西線,上丸渕,-282278,-80585,279982
尾西線,町方,-282925,-85461,281458
尾西線,佐屋,-284020,-90121,283409
尾西線,渕高,-282817,-82782,280882
尾西線,五ノ三,-284562,-92126,284339
尾西線,森上,-281826,-79073,279293
尾西線,津島,-282603,-86779,281383
尾西線,丸渕,-282638,-81834,280545
豊川線,豊川稲荷,-222986,-128000,236110
豊川線,諏訪町,-225315,-127747,238153
豊川線,八幡,-226983,-127090,239435
豊川線,国府,-229148,-126107,241060
豊川線,稲荷口,-223747,-128353,236950
豊田線,黒笹,-249906,-93334,250773
豊田線,米野木,-252161,-93712,253055
豊田線,梅坪,-243544,-96616,245399
豊田線,上豊田,-244150,-94767,245527
豊田線,三好ヶ丘,-248101,-93458,249048
豊田線,赤池,-256618,-93883,257430
豊田線,日進,-253839,-94255,254812
豊田線,浄水,-245757,-94156,246937
名古屋本線,知立,-255018,-106679,259130
名古屋本線,新安城,-250891,-108940,255814
名古屋本線,牛田,-253103,-107504,257522
名古屋本線,左京山,-262052,-99338,264003
名古屋本線,豊明,-257778,-102724,260723
名古屋本線,有松,-261083,-99681,263148
名古屋本線,中京競馬場前,-260210,-100393,262479
名古屋本線,一ツ木,-256293,-105824,260120
名古屋本線,富士松,-257065,-104003,260373
名古屋本線,前後,-258868,-101478,261455
名古屋本線,名鉄一宮,-276176,-73196,272826
名古屋本線,茶所,-278385,-62019,273673
名古屋本線,黒田,-277782,-67802,273712
名古屋本線,名鉄岐阜,-279144,-61014,274331
名古屋本線,木曽川堤,-278368,-66138,274098
名古屋本線,島氏永,-275928,-76634,273086
名古屋本線,加納,-278630,-61668,273882
