station,x,y,tokyo
交野市,-380608,-126688,385656
東生駒,-377901,-137376,385733
畝傍御陵前,-371056,-159789,385810
郡津,-381100,-125830,385930
馬堀,-386261,-101564,386014
上浜,6011,351211,386138
橿原神宮前,-371088,-160757,386155
村野,-381588,-124985,386205
波田須,-341798,-225674,386221
菜畑,-378229,-138056,386230
御殿山,-382395,-121915,386286
法隆寺,-375652,-147507,386400
岡寺,-370980,-161853,386412
一分,-378155,-139190,386464
箸尾,-374658,-151025,386493
宮之阪,-382220,-123645,386510
最知,151730,318094,386513
真菅,-372907,-156732,386586
飛鳥,-370818,-162886,386600
生駒,-378984,-137189,386727
南生駒,-378118,-140294,386728
鳥居前,-379185,-137296,386949
萩の台,-378147,-141241,387015
枚方市,-382925,-123337,387126
橿原神宮西口,-372272,-160469,387180
星田,-381816,-128814,387339
池部,-375913,-150029,387392
壺阪山,-371194,-164575,387517
青郷,-393344,-48870,387527
松塚,-373969,-156578,387545
金橋,-373636,-157807,387617
六田,-368865,-171294,387640
亀岡,-388071,-100804,387667
佐味田川,-376444,-149292,387681
小梨,134466,326575,387683
宝山寺,-379821,-137931,387731
陸中松川,121714,331339,387739
上湯沢,56360,348020,387815
枚方公園,-383804,-123807,388089
大泊,-343683,-226481,388259
坊城,-373726,-159605,388278
元山上口,-378973,-143028,388304
平群,-378697,-144300,388395
高槻市,-385123,-119503,388411
霞ヶ丘,-380381,-138462,388412
大輪田,-377409,-148812,388461
東寝屋川,-382796,-130091,388601
松岩,151892,320329,388620
生駒山上,-380650,-138633,388717
竜田川,-378724,-145642,388803
高槻,-385669,-119322,388904
浮孔,-374652,-159061,388980
大和高田,-375706,-156598,389201
光善寺,-384723,-125310,389330
猊鼻渓,122992,332624,389375
市尾,-372930,-165385,389424
矢越,138351,326954,389460
新月,143574,324863,389496
新王寺,-378809,-147808,389507
越部,-370733,-171661,389517
勢野北口,-379110,-146860,389521
王寺,-378896,-147829,389596
忍ヶ丘,-383592,-131154,389635
高田市,-375711,-158047,389662
香里園,-384714,-126779,389666
並河,-390488,-98978,389744
築山,-376559,-155835,389773
千代川,-391017,-97159,389970
掖上,-374101,-164146,390116
信貴山下,-379669,-147414,390217
畠田,-378999,-150016,390335
不動の沢,149959,323099,390376
熊野市,-345520,-227814,390515
南気仙沼,151248,322693,390522
四条畷,-384205,-132824,390645
折壁,140352,327449,390665
五位堂,-377856,-154853,390704
石切,-382969,-137950,390771
柴宿,124638,333550,390796
象潟,5953,355980,390902
JR五位堂,-377830,-155675,390932
大和新庄,-376424,-159999,390959
下市口,-372213,-171835,390965
八木,-392418,-94815,390986
湯沢,56492,351289,391064
志都美,-379224,-151755,391067
玉手,-375414,-163435,391120
寝屋川市,-385744,-129026,391202
葛,-374517,-166521,391302
摂津富田,-387910,-120736,391399
気仙沼,149653,324356,391406
香芝,-378998,-153797,391467
尺土,-377734,-157765,391493
近鉄下田,-379095,-154056,391639
近鉄新庄,-377226,-159926,391696
忍海,-376851,-161423,391822
枚岡,-383678,-139615,391898
松尾寺,-397828,-48184,391984
前沢,111913,339193,392103
御所,-376737,-162640,392109
新石切,-384293,-138415,392171
摺沢,128882,333545,392231
近鉄御所,-376868,-162675,392245
磐城,-378639,-157423,392245
有井,-346795,-229263,392340
総持寺,-388741,-121870,392461
当麻寺,-379074,-156827,392472
吉野口,-375384,-167630,392492
大阿太,-374078,-171273,392516
萱島,-386694,-130818,392558
鍼灸大学前,-395757,-82372,392583
鹿折唐桑,151436,325001,392710
二上,-380565,-153421,392847
二上神社口,-380085,-155058,392888
住道,-385949,-135434,392994
JR総持寺,-389386,-121692,393050
二上山,-380757,-154284,393291
高安山,-383434,-145811,393367
吉富,-395360,-92119,393491
茨木市,-389625,-123019,393579
福神,-375538,-170433,393594
薬水,-376121,-169037,393663
河内堅上,-382728,-150240,393965
服部川,-384510,-144372,393997
東花園,-385662,-140330,394001
信貴山口,-384436,-145086,394124
胡麻,-397588,-80535,394183
古川橋,-388546,-131583,394542
矢島,26393,358539,394614
園部,-396688,-90936,394635
河内花園,-386428,-140257,394719
茨木,-390876,-123121,394821
南茨木,-390688,-124454,394939
下湯沢,57803,355046,394982
沢良宜,-390622,-125478,395108
門真南,-388556,-134160,395192
鴻池新田,-388165,-136166,395324
門真市,-389324,-131752,395338
大日,-389646,-130533,395352
荒本,-387586,-138441,395355
若江岩田,-387350,-140177,395586
高安,-386083,-145063,395700
宇野辺,-391607,-123876,395703
南摂津,-390502,-128700,395744
河内山本,-386522,-144125,395860
恩智,-385953,-146156,395881
摂津,-391103,-127013,395932
西三荘,-389979,-131809,395987
高井田,-384961,-150472,396168
大阪教育大前,-384506,-152263,396261
神志山,-349095,-233227,396309
金浦,7545,361379,396350
法善寺,-386021,-147787,396408
鶴見緑地,-389662,-134756,396412
摂津市,-391782,-126279,396422
千里丘,-391963,-125701,396465
長田,-388781,-138376,396491
川辺,24778,360606,396545
堅下,-385957,-148541,396563
河内国分,-385285,-150985,396628
安堂,-385830,-149462,396706
上鹿折,150362,329998,396868
公園東口,-392958,-123534,396942
徳庵,-389683,-136810,396956
守口,-391032,-131642,396967
守口市,-390973,-131999,396996
柏原南口,-386203,-149288,397013
志紀,-386949,-147176,397125
彩都西,-394277,-118529,397143
近鉄八尾,-387947,-143853,397156
東舞鶴,-402954,-49889,397168
北宇智,-378888,-171759,397196
陸中折居,113114,344174,397215
八戸ノ里,-389085,-140035,397221
横堤,-390433,-135550,397359
正雀,-392572,-127459,397463
紀伊市木,-349784,-234509,397549
阪大病院前,-393823,-122623,397583
土居,-391487,-132491,397616
上ノ太子,-385265,-154741,397726
井高野,-392495,-129168,397792
岸辺,-392959,-127278,397798
滝井,-391715,-132785,397909
道明寺,-386701,-150741,397911
太子橋今市,-391825,-132380,397916
河内小阪,-389826,-139976,397920
十文字,59851,357729,397965
下山,-401685,-78475,398020
久宝寺口,-389116,-143275,398122
八尾,-388605,-145224,398167
土師ノ里,-387110,-150363,398192
高井田中央,-390582,-138290,398208
新森古市,-391700,-134193,398244
千林,-391973,-133202,398263
瑞光四丁目,-392785,-130046,398282
今福鶴見,-391577,-135665,398495
弥刀,-389742,-142491,398512
だいどう豊里,-392827,-130948,398540
駒ヶ谷,-386641,-153260,398596
河内永和,-390576,-139914,398626
吉沢,24300,362771,398667
森小路,-392283,-133701,398686
放出,-391366,-137225,398689
JR河内永和,-390651,-139902,398696
長瀬,-390233,-141530,398726
千林大宮,-392483,-133162,398746
JR俊徳道,-390663,-140533,398875
俊徳道,-390742,-140538,398952
相川,-393755,-129397,399070
久宝寺,-389736,-144612,399084
北千里,-395529,-122387,399196
関目,-392746,-134441,399319
関目成育,-392794,-134394,399353
和知,-403599,-72957,399357
JR長瀬,-390900,-141489,399358
上新庄,-393849,-130229,399358
関目高殿,-392878,-134153,399374
古市,-387781,-152276,399393
布施,-391454,-139895,399469
深江橋,-391999,-138192,399550
蒲生四丁目,-392733,-135791,399646
吹田,-394634,-128732,399766
西滝沢,24428,363870,399772
野江,-393106,-135018,399811
阿田和,-351086,-237047,399952
鴫野,-392915,-136617,400031
衣摺加美北,-391249,-142757,400034
藤井寺,-389095,-150291,400072
八尾南,-390001,-147394,400114
新深江,-392294,-139403,400150
野江内代,-393558,-134789,400192
小路,-392137,-140171,400200
南千里,-395870,-125431,400207
仁賀保,11326,365105,400220
新加美,-391211,-143999,400335
加美,-391338,-144038,400468
安栖里,-404821,-72321,400514
緑橋,-393076,-137976,400535
北巽,-392292,-141062,400585
下新庄,-395068,-130582,400627
今里,-392704,-139771,400643
喜志,-388106,-155768,400745
千里中央,-397027,-123389,400877
高鷲,-389967,-150257,400896
千里山,-396231,-126910,400896
豊津,-395983,-128526,401029
関大前,-396220,-127803,401092
南巽,-392510,-142216,401103
淡路,-395370,-131352,401105
ケーブル山上,-399980,-110640,401151
桃山台,-396924,-125288,401202
出戸,-391542,-146016,401208
大阪城公園,-394019,-137144,401232
長部,154648,332910,401244
都島,-394687,-134766,401279
大和二見,-381816,-175661,401300
森ノ宮,-394138,-137747,401502
大阪ビジネスパーク,-394423,-136678,401505
久保田,23962,365846,401707
大阪城北詰,-394818,-136365,401808
恵我ノ荘,-391031,-149982,401837
玉造,-394225,-138727,401839
桜ノ宮,-395169,-135181,401850
柴島,-395907,-132520,401909
緑地公園,-397189,-127329,401925
崇禅寺,-396034,-132255,401967
富田林,-388789,-157776,402006
水沢,113506,349204,402132
東淀川,-396560,-131320,402252
江坂,-397099,-129123,402254
鶴橋,-394418,-139643,402263
喜連瓜破,-392767,-145945,402365
天神橋筋六丁目,-395960,-134532,402455
富田林西口,-389218,-158210,402547
妙見口,-401168,-111950,402567
箕面,-399380,-120621,402573
新大阪,-396767,-131886,402589
天満,-395956,-135158,402606
東部市場前,-393953,-142680,402618
東三国,-397055,-131088,402678
天満橋,-395579,-136928,402687
大阪天満宮,-395903,-135997,402765
桃谷,-394744,-140373,402769
少路,-398873,-123981,402809
谷町四丁目,-395531,-137795,402861
南森町,-396116,-135929,402954
谷町六丁目,-395582,-138389,403062
牧落,-399644,-121812,403087
南方,-397056,-132800,403091
河内松原,-392437,-149707,403105
大阪上本町,-395325,-139575,403121
西中島南方,-397115,-132704,403125
中崎町,-396570,-134882,403132
西舞鶴,-408928,-52607,403250
川西,-389774,-159111,403353
なにわ橋,-396419,-136546,403402
北浜,-396459,-136631,403463
谷町九丁目,-395719,-139449,403469
寺田町,-395198,-141531,403512
陸前矢作,151198,336880,403527
奇跡の一本松,155126,335207,403540
松屋町,-396084,-138426,403558
前郷,24103,367691,403558
北田辺,-394784,-143319,403589
駒川中野,-394479,-144497,403615
河堀口,-395172,-142301,403691
中津,-397325,-134386,403741
針中野,-394477,-144999,403750
梅田,-397217,-135029,403795
美章園,-395226,-142566,403814
堺筋本町,-396550,-137699,403822
東梅田,-397128,-135595,403850
淀屋橋,-396902,-136526,403865
水沢江刺,117161,349916,403912
大江橋,-397052,-136288,403950
四天王寺前夕陽ヶ丘,-396012,-140332,403982
真倉,-409493,-56420,404000
田辺,-395142,-143687,404034
服部天神,-399087,-128572,404059
紀伊井田,-352980,-241955,404082
長堀橋,-396638,-138425,404093
滝谷不動,-390188,-160270,404106
高見ノ里,-393486,-149698,404108
大阪,-397482,-135401,404145
北新地,-397392,-135827,404163
陸前高田,155238,335872,404195
天王寺,-395936,-141632,404250
西梅田,-397516,-135703,404253
黒沢,22401,368529,404270
本町,-397131,-137483,404329
曲沢,23210,368579,404378
大阪阿部野橋,-396043,-141752,404385
柳田,62164,363850,404386
文の里,-395743,-142855,404390
近鉄日本橋,-396702,-139366,404396
柴原,-400421,-124338,404398
渡辺橋,-397518,-136303,404405
庄内,-399151,-129969,404448
肥後橋,-397490,-136619,404457
岡町,-399936,-126756,404468
曽根,-399731,-127652,404473
豊中,-400182,-125825,404496
天王寺駅前,-396179,-141680,404497
南田辺,-395555,-144005,404517
隅田,-384557,-177554,404531
小友,161682,333392,404551
布忍,-394079,-149376,404585
昭和町,-395885,-143166,404610
河内天美,-394395,-148480,404635
心斎橋,-397205,-138501,404660
阿倍野,-396273,-142044,404685
脇ノ沢,157974,335239,404715
十三,-398628,-133284,404734
立木,-409164,-71230,404738
高田高校前,156108,336132,404781
恵美須町,-396809,-140597,404820
難波,-397076,-139776,404865
四ツ橋,-397538,-138538,404991
大阪難波,-397354,-139313,405013
鮎川,20524,369430,405041
鶴ヶ丘,-395937,-144827,405108
動物園前,-396921,-141369,405131
松虫,-396520,-142860,405139
西田辺,-396096,-144417,405150
中之島,-398264,-136532,405185
神崎川,-399424,-132000,405196
西大橋,-397808,-138349,405204
今宮戎,-397191,-140676,405210
新今宮駅前,-397046,-141275,405227
新福島,-398464,-136169,405287
汐ノ宮,-390952,-161837,405321
新今宮,-397190,-141227,405353
東天下茶屋,-396658,-143185,405360
JR難波,-397708,-139374,405370
蛍池,-401311,-124946,405400
大国町,-397520,-140502,405482
阿波座,-398311,-137681,405521
笹部,-403829,-113818,405539
今船,-397231,-141997,405595
一の鳥居,-403579,-115399,405605
相野々,67758,364093,405606
長居,-396278,-145706,405675
竹駒,153804,338159,405725
萩ノ茶屋,-397462,-141695,405739
大阪狭山市,-392783,-157562,405745
松田町,-397320,-142383,405783
西長堀,-398427,-138303,405791
北畠,-396959,-143752,405801
畦野,-403946,-114783,405843
金剛,-392630,-158626,405922
北天下茶屋,-397401,-142730,405954
花園町,-397698,-141839,406004
丹後神崎,-411947,-45257,406008
今宮,-398007,-140732,406012
梅迫,-411166,-62847,406065
狭山,-393563,-156205,406080
高田病院,158393,336568,406100
姫松,-397187,-144098,406113
汐見橋,-398533,-139198,406123
聖天坂,-397484,-143089,406130
野田,-399337,-136184,406136
大阪空港,-401989,-125288,406138
山家,-410769,-68990,406141
鵜殿,-353858,-244505,406147
芦原橋,-398304,-140214,406164
塚本,-399906,-134120,406177
天下茶屋,-397693,-142637,406211
野田阪神,-399447,-136211,406250
玉川,-399334,-136749,406275
北野田,-393990,-155488,406275
碁石海岸口,162641,334914,406333
千代田,-392118,-161566,406344
芦原町,-398561,-139986,406353
海老江,-399614,-136034,406367
天神ノ森,-397664,-143511,406416
北花田,-396171,-148769,406421
鼓滝,-403847,-118153,406424
帝塚山三丁目,-397426,-144481,406447
萩原天神,-394674,-153886,406456
河内長野,-391574,-163580,406461
滝山,-403647,-119454,406498
我孫子町,-396936,-146535,406535
絹延橋,-403511,-120380,406559
岸里玉出,-397811,-143564,406571
鴬の森,-403834,-118928,406572
岸里,-397998,-142939,406585
千早口,-390197,-168020,406588
帝塚山,-397639,-144317,406609
矢美津,65446,365538,406615
ドーム前千代崎,-399149,-138812,406619
東玉出,-397835,-143763,406648
ドーム前,-399206,-138870,406689
天見,-389763,-169604,406701
帝塚山四丁目,-397602,-144801,406704
池田,-403341,-121858,406707
大正,-399115,-139407,406739
園田,-401621,-129694,406785
木津川,-398883,-140626,406830
四所,-412540,-51952,406830
西天下茶屋,-398399,-142434,406838
塚西,-397975,-144124,406880
西目,15981,371548,406883
神ノ木,-397816,-144991,406961
住吉東,-397751,-145268,406973
初芝,-395434,-153281,407005
淀川,-400324,-135942,407031
新金岡,-396342,-150352,407032
加島,-401237,-132390,407049
津守,-398906,-141467,407072
美加の台,-391342,-166518,407182
三日市町,-391809,-165177,407192
杉本町,-397349,-147549,407212
丹後由良,-413185,-44171,407219
玉出,-398351,-144049,407222
東粉浜,-398186,-144708,407240
平石,68588,365610,407249
沢ノ町,-397849,-146047,407280
日生中央,-405908,-112308,407288
西九条,-400228,-137438,407314
粉浜,-398270,-144720,407324
御幣島,-401124,-134071,407346
姫島,-400927,-135008,407385
子吉,19530,371852,407395
我孫子前,-397877,-146747,407498
浅香,-397435,-148404,407533
住吉鳥居前,-398340,-145334,407558
紀見峠,-389478,-173152,407624
川西能勢口,-404433,-121162,407625
金ヶ崎,110526,355863,407632
住吉大社,-398433,-145326,407645
細井川,-398358,-145648,407661
細浦,162828,336359,407726
小松川,70114,365812,407731
林間田園都市,-389246,-174322,407804
淵垣,-412777,-65057,407830
北伊丹,-404001,-124141,407845
白鷺,-396605,-152354,407858
安立町,-398476,-146116,407902
川西池田,-404774,-121429,408015
千鳥橋,-401058,-137114,408035
堺市,-397822,-149241,408138
弁天町,-400746,-138835,408169
住ノ江,-398759,-146124,408176
横手,62704,367623,408196
我孫子道,-398624,-146685,408200
中百舌鳥,-397221,-151629,408239
伊丹,-403894,-126394,408242
千船,-402067,-134079,408263
北加賀屋,-399386,-144315,408290
浅香山,-398460,-147875,408370
伝法,-401604,-136657,408449
新宮,-355863,-245808,408537
雲雀丘花屋敷,-405393,-121131,408558
大和川,-398835,-147302,408572
御幸辻,-389442,-176270,408658
杭瀬,-402649,-133380,408658
猪名寺,-403899,-128242,408665
百舌鳥八幡,-397933,-151109,408773
尼崎,-403215,-131848,408841
塚口,-403733,-129715,408844
高須神社,-398993,-147760,408851
福,-402367,-135449,408889
新伊丹,-404501,-127285,409034
三国ヶ丘,-398418,-150486,409061
綾ノ町,-399193,-148037,409120
出来島,-402871,-134599,409169
七道,-399420,-147551,409203
稲野,-404533,-128096,409249
住之江公園,-400019,-145670,409265
堺東,-399083,-149383,409389
神明町,-399456,-148291,409443
朝潮橋,-402009,-139810,409639
安治川口,-402391,-138389,409646
百舌鳥,-398788,-151322,409653
妙国寺前,-399624,-148488,409659
紀伊清水,-389335,-179651,409742
大物,-403818,-133514,409825
花田口,-399798,-148695,409883
深井,-398150,-154485,409955
山本,-406740,-121669,409988
泉ヶ丘,-397036,-158243,410005
ゆだ高原,77956,366739,410176
大小路,-400033,-148978,410188
六原,109175,358980,410238
下船渡,163424,338873,410262
ユニバーサルシティ,-402904,-138984,410294
宿院,-400276,-149270,410502
堺,-400558,-148656,410602
寺地町,-400530,-149568,410829
上野芝,-399853,-152293,410951
桜島,-403493,-139583,411016
栗田,-417055,-40885,411026
大阪港,-403361,-140519,411128
御陵前,-400789,-149877,411165
紀伊山田,-391210,-178958,411253
三輪崎,-356889,-249638,411404
羽後本荘,19319,375896,411418
中山寺,-408093,-122204,411423
南港口,-402495,-145011,411473
ゆだ錦秋湖,86427,366213,411482
立花,-406136,-131049,411491
大船渡魚市場前,163374,340309,411549
武庫之荘,-406594,-129497,411577
出屋敷,-405773,-133248,411659
東湊,-401187,-150520,411727
湊,-401398,-149865,411746
中山観音,-408510,-121859,411758
綾部,-416791,-67779,412043
津久野,-400785,-153044,412060
南港東,-403189,-144983,412133
石津北,-401540,-150997,412201
フェリーターミナル,-403473,-144360,412241
栂・美木多,-399040,-159486,412291
学文路,-391675,-180771,412327
ほっとゆだ,81257,368261,412352
ポートタウン東,-403959,-143050,412364
尼崎センタープール前,-406639,-133256,412502
売布神社,-409221,-122199,412524
大船渡,163338,341636,412744
石津川,-402080,-151091,412745
ポートタウン西,-404537,-143024,412914
紀伊佐野,-358272,-250663,413118
鳳,-401699,-154164,413257
中ふ頭,-405027,-142663,413293
船尾,-402365,-152125,413310
諏訪ノ森,-402492,-151910,413371
清荒神,-410003,-122720,413399
コスモスクエア,-405445,-141683,413441
武庫川,-407777,-133129,413577
トレードセンター前,-405498,-142106,413603
甲子園口,-408441,-130816,413678
高野口,-393740,-179448,413794
後三年,60756,373682,413851
光明池,-400456,-160582,413973
九度山,-393134,-181679,414013
宇久井,-358169,-252564,414028
逆瀬川,-410310,-124275,414033
陸前赤崎,165089,342266,414039
東鳴尾,-408134,-133760,414074
岩沢,94722,366933,414124
甲東園,-409640,-127680,414130
浜寺公園,-402955,-153054,414141
仁川,-409868,-126745,414143
浜寺駅前,-403061,-153026,414234
富木,-402446,-155171,414263
宝塚南口,-410736,-123511,414285
宮津,-420309,-41761,414294
洲先,-408262,-134169,414296
傘松,-420415,-35994,414342
和賀仙人,92831,367697,414410
宝塚,-411156,-122651,414511
東羽衣,-403159,-153751,414536
高野下,-393037,-183461,414558
門戸厄神,-409832,-128753,414559
鳴尾,-408902,-132952,414628
盛,162440,344102,414628
羽衣,-403262,-153823,414655
武庫川団地前,-408567,-134607,414697
綾里,170169,340782,414821
極楽橋,-391764,-187676,414906
西宮北口,-409984,-130021,414996
宮村,-421069,-42960,415076
甲子園,-409535,-132448,415123
伽羅橋,-403736,-154423,415282
紀伊神谷,-392734,-186706,415451
阪神国道,-410240,-130922,415453
北信太,-403403,-156462,415555
高野山,-392212,-188396,415587
喜多,-421550,-44510,415590
久寿川,-410105,-132082,415591
生瀬,-412538,-121700,415662
天橋立,-421741,-39140,415690
高師浜,-404185,-154559,415752
高石,-404142,-155213,415899
横川目,98216,367874,415899
下古沢,-394271,-184001,415904
今津,-410563,-131513,415905
西宮,-410789,-130717,415939
中飯降,-396010,-179702,416010
和泉中央,-402260,-161976,416116
立川目,100378,367743,416320
武田尾,-414151,-117604,416405
北上,111129,364957,416524
藤根,104039,367046,416599
信太山,-404231,-157569,416673
上古沢,-394797,-184997,416753
甲陽園,-412338,-128253,416887
西宮名塩,-414004,-120756,416899
北助松,-405100,-155945,417028
江釣子,107166,366795,417194
紀伊細川,-394374,-187416,417238
辛皮,-423109,-49622,417299
苦楽園口,-412552,-129409,417357
恋し浜,171563,343041,417458
さくら夙川,-412411,-130642,417501
妙寺,-397424,-180305,417546
夙川,-412670,-130226,417657
羽後岩谷,22038,381982,417667
香櫨園,-412635,-131157,417838
和泉府中,-405127,-158896,417921
松ノ浜,-405860,-156529,417925
那智,-361576,-254540,417965
飯詰,58738,378229,418021
紀伊天満,-361798,-255286,418546
紀伊勝浦,-361185,-256314,418568
岩滝口,-424641,-39785,418597
泉大津,-406619,-157117,418822
大江山口内宮,-424622,-52941,418943
甫嶺,170712,345134,418994
打出,-413871,-131403,419096
二俣,-425078,-55029,419494
芦屋,-414604,-131073,419734
大江高校前,-425329,-56958,419843
忠岡,-407523,-158725,420159
芦屋川,-415207,-130813,420261
久米田,-406925,-161298,420355
道場,-418661,-116088,420530
村崎野,110984,369534,420878
与謝野,-426931,-40442,420895
湯川,-362774,-258302,420970
笠田,-400911,-180873,421012
春木,-408094,-159918,421058
甲南山手,-415980,-131415,421152
下松,-407752,-162180,421410
深江,-416127,-132306,421500
三陸,170935,347802,421508
折渡,22179,385843,421528
太地,-362627,-260332,421927
和泉大宮,-408797,-160963,422040
公庄,-427591,-59511,422244
三田本町,-420981,-114371,422479
摂津本山,-417378,-131778,422596
青木,-417145,-132882,422624
東岸和田,-408814,-163035,422681
下里,-363171,-261342,422927
岸和田,-409468,-161790,422928
篠山口,-424850,-94777,423057
神鉄道場,-421378,-116011,423181
有馬温泉,-419937,-123577,423290
羽後亀田,19755,387780,423305
丹波大山,-425580,-92939,423524
丹波竹田,-427827,-73763,423554
二郎,-421394,-118014,423586
京丹後大宮,-429691,-36279,423619
新三田,-422760,-111129,423630
南矢代,-425191,-96826,423691
魚崎,-418172,-133314,423724
道場南口,-421704,-117188,423728
蛸地蔵,-410198,-162188,423745
西笠田,-403480,-182092,423845
下天津,-429268,-60830,423997
田尾寺,-421534,-119483,424015
大曲,55604,384841,424088
南魚崎,-418392,-133963,424088
東貝塚,-410036,-164013,424142
福知山,-428962,-67828,424180
三ツ松,-409222,-167277,424375
森,-409348,-166922,424384
三ヶ山口,-409092,-167713,424388
アイランド北口,-418360,-135504,424421
水間観音,-409062,-168122,424488
アイランドセンター,-418327,-135927,424489
市島,-428383,-77715,424489
マリンパーク,-418278,-136476,424573
名越,-409940,-166088,424688
岡場,-421944,-121001,424722
清児,-410184,-165682,424795
フラワータウン,-423459,-113831,424812
御影,-419459,-133006,424903
石才,-410532,-165043,424930
福知山市民病院口,-429814,-66673,424940
荒河かしの木台,-430006,-65245,425028
近義の里,-410982,-164322,425138
牧,-430281,-63173,425158
貝塚市役所前,-411179,-164032,425237
貝塚,-411403,-163366,425248
峰山,-431423,-31041,425364
六甲山上,-420979,-128834,425441
石屋川,-420028,-133158,425492
南ウッディタウン,-424534,-111981,425529
有馬口,-422210,-123804,425560
五社,-422585,-122713,425700
名手,-405260,-182812,425764
ウッディタウン中央,-425031,-111076,425854
和泉橋本,-411405,-165371,425862
六甲ケーブル下,-421351,-130417,426156
鱒沢,135064,367416,426201
柏木平,133380,368043,426239
新在家,-420853,-133423,426356
六甲道,-421030,-132947,426419
紀伊浦神,-365871,-263645,426442
唐櫃台,-423101,-124447,426566
神宮寺,50961,388090,426657
六甲,-421438,-132409,426692
藍本,-427268,-103482,426767
二色浜,-412676,-164773,426888
北大曲,57178,387477,426926
東佐野,-412266,-166520,427034
神鉄六甲,-423625,-124988,427193
大石,-421739,-133705,427283
相野,-427383,-106741,427416
鶴原,-413297,-165385,427667
摩耶,-422329,-133593,427831
上川口,-432919,-63976,427844
西灘,-422366,-133896,427938
大池,-424313,-125428,427958
荒谷前,137563,368543,428097
花巻,109996,377414,428184
熊取,-413129,-167633,428199
摩耶ケーブル,-423057,-132266,428236
王子公園,-422865,-133360,428300
虹,-423356,-131482,428349
粉河,-407991,-182942,428370
羽後四ツ屋,58367,388831,428442
岩屋,-422910,-134041,428501
井原里,-414053,-166136,428616
灘,-423080,-133847,428621
平倉,152083,363789,428762
岩城みなと,19040,393579,429052
晴山,122749,374595,429125
花山,-425441,-126644,429319
上有住,159545,361418,429382
網野,-435416,-26241,429425
足ヶ瀬,156438,362775,429449
紀伊長田,-409163,-183163,429547
春日野道,-423881,-134506,429553
岩根橋,128024,373412,429614
日根野,-414120,-169320,429667
神戸空港,-422289,-141509,429691
中埠頭,-423209,-137913,429705
京コンピュータ前,-422883,-139539,429781
北埠頭,-423432,-137426,429804
南公園,-423242,-138425,429860
下滝,-432291,-90900,429901
紀伊田原,-368380,-266218,429940
泉佐野,-415300,-167005,430070
宮守,130746,372997,430078
医療センター,-423334,-139105,430114
土沢,120541,376411,430203
市民広場,-423666,-138379,430260
新神戸,-424879,-133616,430318
似内,112612,378908,430336
みなとじま,-423869,-137907,430344
岩手二日町,139915,370093,430349
中公園,-424075,-137449,430435
岩手上郷,151193,365979,430473
鑓見内,59702,390801,430592
貿易センター,-424731,-135608,430637
ポートターミナル,-424519,-136498,430640
道川,19225,395184,430665
三宮,-425087,-135019,430845
三ノ宮,-425109,-134987,430859
神戸三宮,-425087,-135092,430862
三宮・花時計前,-425039,-135323,430869
谷上,-426942,-127472,430962
長滝,-415197,-170251,430981
新花巻,115376,378832,431033
石生,-434722,-83561,431419
旧居留地・大丸前,-425562,-135556,431433
綾織,141698,370671,431501
りんくうタウン,-416950,-166942,431621
元町,-425842,-135535,431699
刈和野,46285,393914,431837
小山田,117178,379166,431865
唐丹,175156,357294,431895
羽倉崎,-416948,-168216,432010
打田,-411708,-183399,432017
みなと元町,-426176,-135933,432117
花隈,-426417,-135853,432333
箕谷,-428391,-127922,432475
西元町,-426574,-136119,432548
青笹,149676,368941,432682
ハーバーランド,-426708,-136773,432832
山の街,-428678,-129101,433011
洞泉,166316,362499,433030
高速神戸,-426981,-136558,433047
新家,-417172,-171228,433164
吉見ノ里,-417928,-169064,433205
北鈴蘭台,-428828,-129833,433317
峰吉川,42082,395951,433372
中央市場前,-427015,-138104,433445
遠野,146333,371217,433621
新開地,-427507,-136917,433642
和田岬,-427040,-138999,433685
羽後長野,60816,393785,433711
花巻空港,111382,382821,433763
湊川公園,-427798,-136641,433860
湊川,-427842,-136587,433891
谷川,-436360,-91271,433983
下井阪,-413933,-183650,434193
夕日ヶ浦木津温泉,-440337,-27922,434315
鈴蘭台,-429469,-131574,434327
兵庫,-428037,-137824,434372
大開,-428246,-137432,434482
陸中大橋,162649,365752,434580
岡田浦,-419157,-169786,434597
鈴蘭台西口,-429923,-131231,434693
下夜久野,-439740,-64710,434699
古座,-372852,-268062,434702
上沢,-428545,-137197,434718
御崎公園,-428047,-139310,434737
菊水山,-429429,-134175,434876
松倉,169868,363243,435137
和泉砂川,-418883,-172500,435189
西鈴蘭台,-430451,-131286,435220
苅藻,-428841,-139385,435526
関西空港,-422002,-163942,435534
鵯越,-429931,-134979,435548
高速長田,-429309,-137897,435625
久下村,-438156,-91955,435853
岩出,-415711,-184348,436103
駒ヶ林,-429507,-139520,436205
樽井,-420641,-170870,436345
新長田,-429828,-138827,436350
西代,-429959,-138367,436368
鶯野,62259,396295,436415
藍那,-431959,-130484,436515
小佐野,172866,364210,437239
船戸,-416671,-185053,437246
下浜,19849,401745,437251
板宿,-430861,-138578,437294
鷹取,-430787,-139502,437443
和泉鳥取,-420629,-174398,437447
山中渓,-420118,-176305,437576
紀伊姫,-375230,-270309,437915
船町口,-440168,-93303,438026
東須磨,-431511,-139094,438049
小天橋,-444426,-29938,438377
須磨海浜公園,-431634,-139985,438381
月見山,-432030,-139629,438680
尾崎,-422663,-172245,438696
貴志,-416807,-189376,438878
羽後境,41832,401778,439136
角館,63375,398883,439146
